order_id,order_date,month,customer_id,customer_name,city,segment,sales_channel,status,product_id,product_name,category,quantity,unit_price_at_order,unit_cost,gross_sales,discount_amount,net_sales,cost_amount,profit
O00054,2026-02-14 13:21:00,2026-02,C0061,Mariam Sayed,Dammam,Returning,web,completed,P019,Stationery Item 19,Stationery,2,28.68,18.98,57.36,0.0,57.36,37.96,19.4
O00055,2026-02-22 22:31:00,2026-02,C0043,Mostafa Fathy,Abu Dhabi,New,partner,completed,P009,Electronics Item 9,Electronics,4,361.92,249.88,1447.68,144.768,1302.912,999.52,303.39200000000005
O00056,2026-02-28 02:20:00,2026-02,C0005,Sara Mansour,Dubai,New,branch,completed,P006,Electronics Item 6,Electronics,4,593.11,420.0,2372.44,0.0,2372.44,1680.0,692.44
O00057,2026-03-07 00:42:00,2026-03,C0052,Youssef Mahmoud,Dammam,New,partner,cancelled,P019,Stationery Item 19,Stationery,1,28.68,18.98,28.68,1.4340000000000002,27.246,18.98,8.265999999999998
O00057,2026-03-07 00:42:00,2026-03,C0052,Youssef Mahmoud,Dammam,New,partner,cancelled,P013,Stationery Item 13,Stationery,4,36.2,24.37,144.8,7.24,137.56,97.48,40.08
O00058,2026-01-25 16:23:00,2026-01,C0007,Hana Saleh,Cairo,Returning,partner,cancelled,P019,Stationery Item 19,Stationery,3,28.68,18.98,86.03999999999999,12.905999999999999,73.13399999999999,56.94,16.19399999999999
O00058,2026-01-25 16:23:00,2026-01,C0007,Hana Saleh,Cairo,Returning,partner,cancelled,P018,Fitness Item 18,Fitness,1,51.76,25.63,51.76,7.763999999999999,43.995999999999995,25.63,18.365999999999996
O00059,2026-01-07 06:17:00,2026-01,C0057,Youssef Samir,Dubai,New,mobile,cancelled,P003,Electronics Item 3,Electronics,2,361.37,258.68,722.74,0.0,722.74,517.36,205.38
O00059,2026-01-07 06:17:00,2026-01,C0057,Youssef Samir,Dubai,New,mobile,cancelled,P002,Electronics Item 2,Electronics,1,249.77,148.0,249.77,0.0,249.77,148.0,101.77000000000001
O00060,2026-03-31 15:07:00,2026-03,C0057,Youssef Samir,Dubai,New,mobile,completed,P011,Stationery Item 11,Stationery,2,25.67,17.09,51.34,7.7010000000000005,43.639,34.18,9.459000000000003
O00061,2026-02-09 17:00:00,2026-02,C0021,Nour Samir,Jeddah,New,partner,cancelled,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,0.0,25.67,17.09,8.580000000000002
O00061,2026-02-09 17:00:00,2026-02,C0021,Nour Samir,Jeddah,New,partner,cancelled,P015,Home Item 15,Home,2,197.31,119.65,394.62,0.0,394.62,239.3,155.32
O00061,2026-02-09 17:00:00,2026-02,C0021,Nour Samir,Jeddah,New,partner,cancelled,P013,Stationery Item 13,Stationery,1,36.2,24.37,36.2,0.0,36.2,24.37,11.830000000000002
O00061,2026-02-09 17:00:00,2026-02,C0021,Nour Samir,Jeddah,New,partner,cancelled,P013,Stationery Item 13,Stationery,1,36.2,24.37,36.2,0.0,36.2,24.37,11.830000000000002
O00062,2026-01-15 14:07:00,2026-01,C0029,Khaled Fathy,Riyadh,Returning,mobile,refunded,P003,Electronics Item 3,Electronics,1,361.37,258.68,361.37,18.0685,343.30150000000003,258.68,84.62150000000003
O00062,2026-01-15 14:07:00,2026-01,C0029,Khaled Fathy,Riyadh,Returning,mobile,refunded,P005,Stationery Item 5,Stationery,3,17.79,8.79,53.37,2.6685,50.701499999999996,26.369999999999997,24.3315
O00063,2026-03-07 22:17:00,2026-03,C0038,Karim Mahmoud,Riyadh,New,partner,completed,P003,Electronics Item 3,Electronics,1,361.37,258.68,361.37,18.0685,343.30150000000003,258.68,84.62150000000003
O00064,2026-02-28 17:09:00,2026-02,C0032,Mona Mahmoud,Cairo,Returning,mobile,completed,P009,Electronics Item 9,Electronics,1,361.92,249.88,361.92,36.192,325.728,249.88,75.84800000000001
O00064,2026-02-28 17:09:00,2026-02,C0032,Mona Mahmoud,Cairo,Returning,mobile,completed,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,1.965,17.685,13.27,4.414999999999999
O00064,2026-02-28 17:09:00,2026-02,C0032,Mona Mahmoud,Cairo,Returning,mobile,completed,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,1.965,17.685,13.27,4.414999999999999
O00065,2026-01-18 02:17:00,2026-01,C0066,Hassan Mahmoud,Riyadh,Returning,branch,completed,P020,Electronics Item 20,Electronics,2,339.88,186.68,679.76,67.976,611.784,373.36,238.42399999999998
O00066,2026-01-01 09:46:00,2026-01,C0035,Hassan Mahmoud,Abu Dhabi,New,partner,completed,P001,Accessories Item 1,Accessories,1,99.69,49.27,99.69,0.0,99.69,49.27,50.419999999999995
O00066,2026-01-01 09:46:00,2026-01,C0035,Hassan Mahmoud,Abu Dhabi,New,partner,completed,P003,Electronics Item 3,Electronics,3,361.37,258.68,1084.1100000000001,0.0,1084.1100000000001,776.04,308.07000000000016
O00066,2026-01-01 09:46:00,2026-01,C0035,Hassan Mahmoud,Abu Dhabi,New,partner,completed,P008,Fitness Item 8,Fitness,2,155.43,163.2,310.86,0.0,310.86,326.4,-15.539999999999964
O00066,2026-01-01 09:46:00,2026-01,C0035,Hassan Mahmoud,Abu Dhabi,New,partner,completed,P013,Stationery Item 13,Stationery,1,36.2,24.37,36.2,0.0,36.2,24.37,11.830000000000002
O00067,2026-03-10 15:22:00,2026-03,C0058,Ahmed Samir,Jeddah,New,partner,completed,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,2.1914999999999996,41.6385,20.74,20.898500000000002
O00067,2026-03-10 15:22:00,2026-03,C0058,Ahmed Samir,Jeddah,New,partner,completed,P009,Electronics Item 9,Electronics,1,361.92,249.88,361.92,18.096,343.824,249.88,93.94400000000002
O00067,2026-03-10 15:22:00,2026-03,C0058,Ahmed Samir,Jeddah,New,partner,completed,P003,Electronics Item 3,Electronics,1,361.37,258.68,361.37,18.0685,343.30150000000003,258.68,84.62150000000003
O00068,2026-01-25 22:15:00,2026-01,C0042,Sara Fathy,Cairo,New,partner,cancelled,P020,Electronics Item 20,Electronics,2,339.88,186.68,679.76,0.0,679.76,373.36,306.4
O00068,2026-01-25 22:15:00,2026-01,C0042,Sara Fathy,Cairo,New,partner,cancelled,P005,Stationery Item 5,Stationery,1,17.79,8.79,17.79,0.0,17.79,8.79,9.0
O00068,2026-01-25 22:15:00,2026-01,C0042,Sara Fathy,Cairo,New,partner,cancelled,P011,Stationery Item 11,Stationery,3,25.67,17.09,77.01,0.0,77.01,51.269999999999996,25.74000000000001
O00068,2026-01-25 22:15:00,2026-01,C0042,Sara Fathy,Cairo,New,partner,cancelled,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,0.0,25.67,17.09,8.580000000000002
O00069,2026-01-06 10:47:00,2026-01,C0053,Mostafa Farouk,Cairo,Returning,partner,completed,P010,Fitness Item 10,Fitness,1,296.73,186.54,296.73,14.836500000000001,281.8935,186.54,95.35350000000003
O00069,2026-01-06 10:47:00,2026-01,C0053,Mostafa Farouk,Cairo,Returning,partner,completed,P007,Electronics Item 7,Electronics,2,532.56,274.62,1065.12,53.25599999999999,1011.8639999999999,549.24,462.6239999999999
O00070,2026-03-05 01:08:00,2026-03,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,0.0,25.67,17.09,8.580000000000002
O00070,2026-03-05 01:08:00,2026-03,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P016,Accessories Item 16,Accessories,5,43.83,20.74,219.14999999999998,0.0,219.14999999999998,103.69999999999999,115.44999999999999
O00070,2026-03-05 01:08:00,2026-03,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,0.0,25.67,17.09,8.580000000000002
O00070,2026-03-05 01:08:00,2026-03,C0020,Dina Fathy,Abu Dhabi,VIP,branch,cancelled,P013,Stationery Item 13,Stationery,1,36.2,24.37,36.2,0.0,36.2,24.37,11.830000000000002
O00071,2026-01-13 16:58:00,2026-01,C0057,Youssef Samir,Dubai,New,web,completed,P019,Stationery Item 19,Stationery,5,28.68,18.98,143.4,21.51,121.89,94.9,26.989999999999995
O00071,2026-01-13 16:58:00,2026-01,C0057,Youssef Samir,Dubai,New,web,completed,P018,Fitness Item 18,Fitness,1,51.76,25.63,51.76,7.763999999999999,43.995999999999995,25.63,18.365999999999996
O00072,2026-02-22 20:09:00,2026-02,C0019,Ahmed Samir,Giza,New,partner,completed,P015,Home Item 15,Home,3,197.31,119.65,591.9300000000001,0.0,591.9300000000001,358.95000000000005,232.98000000000002
O00072,2026-02-22 20:09:00,2026-02,C0019,Ahmed Samir,Giza,New,partner,completed,P003,Electronics Item 3,Electronics,3,361.37,258.68,1084.1100000000001,0.0,1084.1100000000001,776.04,308.07000000000016
O00073,2026-03-21 22:25:00,2026-03,C0044,Mona Mansour,Cairo,New,web,refunded,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,0.0,43.83,20.74,23.09
O00073,2026-03-21 22:25:00,2026-03,C0044,Mona Mansour,Cairo,New,web,refunded,P009,Electronics Item 9,Electronics,2,361.92,249.88,723.84,0.0,723.84,499.76,224.08000000000004
O00073,2026-03-21 22:25:00,2026-03,C0044,Mona Mansour,Cairo,New,web,refunded,P013,Stationery Item 13,Stationery,1,36.2,24.37,36.2,0.0,36.2,24.37,11.830000000000002
O00073,2026-03-21 22:25:00,2026-03,C0044,Mona Mansour,Cairo,New,web,refunded,P016,Accessories Item 16,Accessories,2,43.83,20.74,87.66,0.0,87.66,41.48,46.18
O00074,2026-02-18 10:40:00,2026-02,C0069,Farah Hassan,Alexandria,New,partner,refunded,P018,Fitness Item 18,Fitness,1,51.76,25.63,51.76,5.176,46.583999999999996,25.63,20.953999999999997
O00074,2026-02-18 10:40:00,2026-02,C0069,Farah Hassan,Alexandria,New,partner,refunded,P018,Fitness Item 18,Fitness,2,51.76,25.63,103.52,10.352,93.16799999999999,51.26,41.907999999999994
O00074,2026-02-18 10:40:00,2026-02,C0069,Farah Hassan,Alexandria,New,partner,refunded,P004,Fitness Item 4,Uncategorized,3,82.5,54.36,247.5,24.75,222.75,163.07999999999998,59.670000000000016
O00074,2026-02-18 10:40:00,2026-02,C0069,Farah Hassan,Alexandria,New,partner,refunded,P012,Fitness Item 12,Fitness,1,145.22,104.86,145.22,14.522,130.698,104.86,25.838000000000008
O00075,2026-03-21 02:15:00,2026-03,C0005,Sara Mansour,Dubai,New,branch,refunded,P011,Stationery Item 11,Stationery,5,25.67,17.09,128.35000000000002,0.0,128.35000000000002,85.45,42.90000000000002
O00075,2026-03-21 02:15:00,2026-03,C0005,Sara Mansour,Dubai,New,branch,refunded,P001,Accessories Item 1,Accessories,1,99.69,49.27,99.69,0.0,99.69,49.27,50.419999999999995
O00075,2026-03-21 02:15:00,2026-03,C0005,Sara Mansour,Dubai,New,branch,refunded,P017,Home Item 17,Home,2,77.76,42.83,155.52,0.0,155.52,85.66,69.86000000000001
O00075,2026-03-21 02:15:00,2026-03,C0005,Sara Mansour,Dubai,New,branch,refunded,P008,Fitness Item 8,Fitness,1,155.43,163.2,155.43,0.0,155.43,163.2,-7.769999999999982
O00076,2026-02-25 03:48:00,2026-02,C0012,Youssef Farouk,Giza,New,web,refunded,P012,Fitness Item 12,Fitness,5,145.22,104.86,726.1,36.305,689.7950000000001,524.3,165.49500000000012
O00076,2026-02-25 03:48:00,2026-02,C0012,Youssef Farouk,Giza,New,web,refunded,P010,Fitness Item 10,Fitness,1,296.73,186.54,296.73,14.836500000000001,281.8935,186.54,95.35350000000003
O00077,2026-03-30 09:57:00,2026-03,C0022,Tarek Ibrahim,Unknown,Returning,web,completed,P005,Stationery Item 5,Stationery,1,17.79,8.79,17.79,0.0,17.79,8.79,9.0
O00078,2026-02-07 11:23:00,2026-02,C0008,Youssef Kamal,Jeddah,Returning,mobile,completed,P017,Home Item 17,Home,2,77.76,42.83,155.52,0.0,155.52,85.66,69.86000000000001
O00078,2026-02-07 11:23:00,2026-02,C0008,Youssef Kamal,Jeddah,Returning,mobile,completed,P015,Home Item 15,Home,3,197.31,119.65,591.9300000000001,0.0,591.9300000000001,358.95000000000005,232.98000000000002
O00079,2026-02-22 18:43:00,2026-02,C0068,Youssef Saleh,Jeddah,Returning,mobile,completed,P010,Fitness Item 10,Fitness,1,296.73,186.54,296.73,0.0,296.73,186.54,110.19000000000003
O00080,2026-03-20 12:39:00,2026-03,C0011,Ali Ibrahim,Dammam,Returning,mobile,refunded,P011,Stationery Item 11,Stationery,2,25.67,17.09,51.34,2.5670000000000006,48.773,34.18,14.593000000000004
O00081,2026-01-19 07:29:00,2026-01,C0075,Tarek Nabil,Dubai,Returning,branch,refunded,P008,Fitness Item 8,Fitness,2,155.43,163.2,310.86,15.543000000000001,295.317,326.4,-31.08299999999997
O00081,2026-01-19 07:29:00,2026-01,C0075,Tarek Nabil,Dubai,Returning,branch,refunded,P011,Stationery Item 11,Stationery,2,25.67,17.09,51.34,2.5670000000000006,48.773,34.18,14.593000000000004
O00082,2026-03-27 00:57:00,2026-03,C0033,Youssef Hassan,Dammam,New,branch,completed,P013,Stationery Item 13,Stationery,2,36.2,24.37,72.4,10.86,61.540000000000006,48.74,12.800000000000004
O00082,2026-03-27 00:57:00,2026-03,C0033,Youssef Hassan,Dammam,New,branch,completed,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,2.9475,16.7025,13.27,3.432500000000001
O00083,2026-01-21 02:28:00,2026-01,C0070,Hana Hassan,Alexandria,New,branch,completed,P015,Home Item 15,Home,2,197.31,119.65,394.62,59.193000000000005,335.427,239.3,96.12700000000001
O00083,2026-01-21 02:28:00,2026-01,C0070,Hana Hassan,Alexandria,New,branch,completed,P007,Electronics Item 7,Electronics,1,532.56,274.62,532.56,79.884,452.67599999999993,274.62,178.05599999999993
O00084,2026-03-30 08:29:00,2026-03,C0055,Ahmed Sayed,Jeddah,Returning,mobile,completed,P019,Stationery Item 19,Stationery,1,28.68,18.98,28.68,1.4340000000000002,27.246,18.98,8.265999999999998
O00085,2026-01-14 07:24:00,2026-01,C0062,Ali Mahmoud,Riyadh,New,branch,cancelled,P012,Fitness Item 12,Fitness,1,145.22,104.86,145.22,14.522,130.698,104.86,25.838000000000008
O00085,2026-01-14 07:24:00,2026-01,C0062,Ali Mahmoud,Riyadh,New,branch,cancelled,P009,Electronics Item 9,Electronics,2,361.92,249.88,723.84,72.384,651.456,499.76,151.69600000000003
O00086,2026-03-31 09:01:00,2026-03,C0038,Karim Mahmoud,Riyadh,New,partner,refunded,P020,Electronics Item 20,Electronics,1,339.88,186.68,339.88,0.0,339.88,186.68,153.2
O00086,2026-03-31 09:01:00,2026-03,C0038,Karim Mahmoud,Riyadh,New,partner,refunded,P004,Fitness Item 4,Uncategorized,1,82.5,54.36,82.5,0.0,82.5,54.36,28.14
O00086,2026-03-31 09:01:00,2026-03,C0038,Karim Mahmoud,Riyadh,New,partner,refunded,P020,Electronics Item 20,Electronics,1,339.88,186.68,339.88,0.0,339.88,186.68,153.2
O00087,2026-03-14 21:49:00,2026-03,C0002,Ramy Ali,Unknown,New,web,refunded,P020,Electronics Item 20,Electronics,2,339.88,186.68,679.76,67.976,611.784,373.36,238.42399999999998
O00087,2026-03-14 21:49:00,2026-03,C0002,Ramy Ali,Unknown,New,web,refunded,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,2.5670000000000006,23.103,17.09,6.013000000000002
O00087,2026-03-14 21:49:00,2026-03,C0002,Ramy Ali,Unknown,New,web,refunded,P006,Electronics Item 6,Electronics,1,593.11,420.0,593.11,59.31100000000001,533.799,420.0,113.79899999999998
O00088,2026-02-06 07:38:00,2026-02,C0064,Sara Fathy,Cairo,VIP,mobile,completed,P014,Stationery Item 14,Stationery,2,19.65,13.27,39.3,5.895,33.405,26.54,6.865000000000002
O00088,2026-02-06 07:38:00,2026-02,C0064,Sara Fathy,Cairo,VIP,mobile,completed,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,2.9475,16.7025,13.27,3.432500000000001
O00088,2026-02-06 07:38:00,2026-02,C0064,Sara Fathy,Cairo,VIP,mobile,completed,P006,Electronics Item 6,Electronics,2,593.11,420.0,1186.22,177.933,1008.287,840.0,168.28700000000003
O00088,2026-02-06 07:38:00,2026-02,C0064,Sara Fathy,Cairo,VIP,mobile,completed,P005,Stationery Item 5,Stationery,1,17.79,8.79,17.79,2.6685,15.1215,8.79,6.3315
O00089,2026-03-21 08:43:00,2026-03,C0025,Nada Hassan,Dammam,New,mobile,refunded,P012,Fitness Item 12,Fitness,5,145.22,104.86,726.1,108.915,617.1850000000001,524.3,92.8850000000001
O00090,2026-03-22 20:02:00,2026-03,C0013,Dina Sayed,Riyadh,Returning,partner,completed,P013,Stationery Item 13,Stationery,5,36.2,24.37,181.0,0.0,181.0,121.85000000000001,59.14999999999999
O00090,2026-03-22 20:02:00,2026-03,C0013,Dina Sayed,Riyadh,Returning,partner,completed,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,0.0,43.83,20.74,23.09
O00091,2026-02-16 23:08:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,completed,P016,Accessories Item 16,Accessories,1,43.83,20.74,43.83,0.0,43.83,20.74,23.09
O00091,2026-02-16 23:08:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,completed,P008,Fitness Item 8,Fitness,1,155.43,163.2,155.43,0.0,155.43,163.2,-7.769999999999982
O00091,2026-02-16 23:08:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,completed,P018,Fitness Item 18,Fitness,1,51.76,25.63,51.76,0.0,51.76,25.63,26.13
O00091,2026-02-16 23:08:00,2026-02,C0075,Tarek Nabil,Dubai,Returning,branch,completed,P019,Stationery Item 19,Stationery,3,28.68,18.98,86.03999999999999,0.0,86.03999999999999,56.94,29.099999999999994
O00092,2026-01-23 06:08:00,2026-01,C0054,Nour Ibrahim,Jeddah,New,branch,cancelled,P019,Stationery Item 19,Stationery,1,28.68,18.98,28.68,2.8680000000000003,25.811999999999998,18.98,6.831999999999997
O00093,2026-02-04 05:16:00,2026-02,C0065,Karim Sayed,Giza,New,branch,completed,P018,Fitness Item 18,Fitness,3,51.76,25.63,155.28,23.291999999999998,131.988,76.89,55.098
O00093,2026-02-04 05:16:00,2026-02,C0065,Karim Sayed,Giza,New,branch,completed,P015,Home Item 15,Home,2,197.31,119.65,394.62,59.193000000000005,335.427,239.3,96.12700000000001
O00093,2026-02-04 05:16:00,2026-02,C0065,Karim Sayed,Giza,New,branch,completed,P004,Fitness Item 4,Uncategorized,3,82.5,54.36,247.5,37.125,210.375,163.07999999999998,47.295000000000016
O00094,2026-01-15 14:04:00,2026-01,C0044,Mona Mansour,Cairo,New,mobile,completed,P010,Fitness Item 10,Fitness,4,296.73,186.54,1186.92,178.03800000000004,1008.8820000000001,746.16,262.7220000000001
O00094,2026-01-15 14:04:00,2026-01,C0044,Mona Mansour,Cairo,New,mobile,completed,P009,Electronics Item 9,Electronics,1,361.92,249.88,361.92,54.288000000000004,307.632,249.88,57.75200000000001
O00095,2026-03-13 11:05:00,2026-03,C0051,Nour Ali,Riyadh,New,web,completed,P004,Fitness Item 4,Uncategorized,3,82.5,54.36,247.5,0.0,247.5,163.07999999999998,84.42000000000002
O00095,2026-03-13 11:05:00,2026-03,C0051,Nour Ali,Riyadh,New,web,completed,P019,Stationery Item 19,Stationery,2,28.68,18.98,57.36,0.0,57.36,37.96,19.4
O00095,2026-03-13 11:05:00,2026-03,C0051,Nour Ali,Riyadh,New,web,completed,P020,Electronics Item 20,Electronics,2,339.88,186.68,679.76,0.0,679.76,373.36,306.4
O00095,2026-03-13 11:05:00,2026-03,C0051,Nour Ali,Riyadh,New,web,completed,P005,Stationery Item 5,Stationery,3,17.79,8.79,53.37,0.0,53.37,26.369999999999997,27.0
O00096,2026-01-16 14:23:00,2026-01,C0069,Farah Hassan,Alexandria,New,branch,refunded,P019,Stationery Item 19,Stationery,1,28.68,18.98,28.68,2.8680000000000003,25.811999999999998,18.98,6.831999999999997
O00097,2026-03-23 11:06:00,2026-03,C0049,Karim Sayed,Dubai,Returning,mobile,refunded,P011,Stationery Item 11,Stationery,5,25.67,17.09,128.35000000000002,6.417500000000001,121.93250000000002,85.45,36.482500000000016
O00097,2026-03-23 11:06:00,2026-03,C0049,Karim Sayed,Dubai,Returning,mobile,refunded,P019,Stationery Item 19,Stationery,1,28.68,18.98,28.68,1.4340000000000002,27.246,18.98,8.265999999999998
O00098,2026-03-21 17:20:00,2026-03,C0004,Tarek Mahmoud,Abu Dhabi,Returning,mobile,cancelled,P005,Stationery Item 5,Stationery,5,17.79,8.79,88.94999999999999,13.342499999999998,75.60749999999999,43.949999999999996,31.65749999999999
O00099,2026-03-23 14:58:00,2026-03,C0009,Mona Mahmoud,Unknown,New,branch,refunded,P009,Electronics Item 9,Electronics,4,361.92,249.88,1447.68,217.15200000000002,1230.528,999.52,231.00800000000004
O00100,2026-01-15 04:02:00,2026-01,C0053,Mostafa Farouk,Cairo,Returning,branch,completed,P008,Fitness Item 8,Fitness,1,155.43,163.2,155.43,7.7715000000000005,147.6585,163.2,-15.541499999999985
O00100,2026-01-15 04:02:00,2026-01,C0053,Mostafa Farouk,Cairo,Returning,branch,completed,P008,Fitness Item 8,Fitness,3,155.43,163.2,466.29,23.314500000000002,442.9755,489.59999999999997,-46.624499999999955
O00101,2026-01-13 07:56:00,2026-01,C0015,Laila Farouk,Dammam,Returning,mobile,cancelled,P005,Stationery Item 5,Stationery,2,17.79,8.79,35.58,1.7789999999999997,33.801,17.58,16.221000000000004
O00101,2026-01-13 07:56:00,2026-01,C0015,Laila Farouk,Dammam,Returning,mobile,cancelled,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,0.9825,18.667499999999997,13.27,5.397499999999997
O00101,2026-01-13 07:56:00,2026-01,C0015,Laila Farouk,Dammam,Returning,mobile,cancelled,P003,Electronics Item 3,Electronics,1,361.37,258.68,361.37,18.0685,343.30150000000003,258.68,84.62150000000003
O00101,2026-01-13 07:56:00,2026-01,C0015,Laila Farouk,Dammam,Returning,mobile,cancelled,P012,Fitness Item 12,Fitness,2,145.22,104.86,290.44,14.522,275.918,209.72,66.19800000000001
O00102,2026-02-17 21:47:00,2026-02,C0059,Ramy Hassan,Alexandria,VIP,partner,refunded,P003,Electronics Item 3,Electronics,3,361.37,258.68,1084.1100000000001,108.41100000000002,975.6990000000001,776.04,199.6590000000001
O00103,2026-02-23 20:06:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,partner,completed,P003,Electronics Item 3,Electronics,3,361.37,258.68,1084.1100000000001,0.0,1084.1100000000001,776.04,308.07000000000016
O00103,2026-02-23 20:06:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,partner,completed,P014,Stationery Item 14,Stationery,3,19.65,13.27,58.949999999999996,0.0,58.949999999999996,39.81,19.139999999999993
O00103,2026-02-23 20:06:00,2026-02,C0020,Dina Fathy,Abu Dhabi,VIP,partner,completed,P011,Stationery Item 11,Stationery,3,25.67,17.09,77.01,0.0,77.01,51.269999999999996,25.74000000000001
O00104,2026-03-30 11:13:00,2026-03,C0005,Sara Mansour,Dubai,New,partner,completed,P019,Stationery Item 19,Stationery,4,28.68,18.98,114.72,0.0,114.72,75.92,38.8
O00104,2026-03-30 11:13:00,2026-03,C0005,Sara Mansour,Dubai,New,partner,completed,P002,Electronics Item 2,Electronics,1,249.77,148.0,249.77,0.0,249.77,148.0,101.77000000000001
O00105,2026-01-13 21:23:00,2026-01,C0047,Mona Mahmoud,Cairo,New,branch,cancelled,P001,Accessories Item 1,Accessories,1,99.69,49.27,99.69,0.0,99.69,49.27,50.419999999999995
O00105,2026-01-13 21:23:00,2026-01,C0047,Mona Mahmoud,Cairo,New,branch,cancelled,P015,Home Item 15,Home,2,197.31,119.65,394.62,0.0,394.62,239.3,155.32
O00105,2026-01-13 21:23:00,2026-01,C0047,Mona Mahmoud,Cairo,New,branch,cancelled,P014,Stationery Item 14,Stationery,1,19.65,13.27,19.65,0.0,19.65,13.27,6.379999999999999
O00105,2026-01-13 21:23:00,2026-01,C0047,Mona Mahmoud,Cairo,New,branch,cancelled,P005,Stationery Item 5,Stationery,4,17.79,8.79,71.16,0.0,71.16,35.16,36.0
O00106,2026-02-05 06:07:00,2026-02,C0051,Nour Ali,Riyadh,New,web,completed,P003,Electronics Item 3,Electronics,2,361.37,258.68,722.74,108.411,614.329,517.36,96.96899999999994
O00106,2026-02-05 06:07:00,2026-02,C0051,Nour Ali,Riyadh,New,web,completed,P012,Fitness Item 12,Fitness,2,145.22,104.86,290.44,43.566,246.874,209.72,37.153999999999996
O00106,2026-02-05 06:07:00,2026-02,C0051,Nour Ali,Riyadh,New,web,completed,P002,Electronics Item 2,Electronics,1,249.77,148.0,249.77,37.4655,212.30450000000002,148.0,64.30450000000002
O00107,2026-03-24 20:38:00,2026-03,C0028,Ahmed Ibrahim,Abu Dhabi,New,web,completed,P014,Stationery Item 14,Stationery,2,19.65,13.27,39.3,0.0,39.3,26.54,12.759999999999998
O00107,2026-03-24 20:38:00,2026-03,C0028,Ahmed Ibrahim,Abu Dhabi,New,web,completed,P001,Accessories Item 1,Accessories,1,99.69,49.27,99.69,0.0,99.69,49.27,50.419999999999995
O00108,2026-01-17 18:13:00,2026-01,C0032,Mona Mahmoud,Cairo,Returning,mobile,completed,P011,Stationery Item 11,Stationery,3,25.67,17.09,77.01,7.7010000000000005,69.309,51.269999999999996,18.039
O00109,2026-01-30 10:49:00,2026-01,C0028,Ahmed Ibrahim,Abu Dhabi,New,web,completed,P005,Stationery Item 5,Stationery,2,17.79,8.79,35.58,0.0,35.58,17.58,18.0
O00109,2026-01-30 10:49:00,2026-01,C0028,Ahmed Ibrahim,Abu Dhabi,New,web,completed,P003,Electronics Item 3,Electronics,3,361.37,258.68,1084.1100000000001,0.0,1084.1100000000001,776.04,308.07000000000016
O00109,2026-01-30 10:49:00,2026-01,C0028,Ahmed Ibrahim,Abu Dhabi,New,web,completed,P011,Stationery Item 11,Stationery,1,25.67,17.09,25.67,0.0,25.67,17.09,8.580000000000002
O00109,2026-01-30 10:49:00,2026-01,C0028,Ahmed Ibrahim,Abu Dhabi,New,web,completed,P013,Stationery Item 13,Stationery,3,36.2,24.37,108.60000000000001,0.0,108.60000000000001,73.11,35.49000000000001
O00110,2026-01-17 17:16:00,2026-01,C0019,Ahmed Samir,Giza,New,web,completed,P005,Stationery Item 5,Stationery,1,17.79,8.79,17.79,2.6685,15.1215,8.79,6.3315
O00110,2026-01-17 17:16:00,2026-01,C0019,Ahmed Samir,Giza,New,web,completed,P020,Electronics Item 20,Electronics,2,339.88,186.68,679.76,101.964,577.796,373.36,204.43600000000004
O00111,2026-01-17 00:22:00,2026-01,C0004,Tarek Mahmoud,Abu Dhabi,Returning,branch,completed,P005,Stationery Item 5,Stationery,4,17.79,8.79,71.16,0.0,71.16,35.16,36.0
O00111,2026-01-17 00:22:00,2026-01,C0004,Tarek Mahmoud,Abu Dhabi,Returning,branch,completed,P015,Home Item 15,Home,4,197.31,119.65,789.24,0.0,789.24,478.6,310.64
O00112,2026-02-03 01:08:00,2026-02,C0023,Nada Saleh,Giza,New,partner,refunded,P005,Stationery Item 5,Stationery,3,17.79,8.79,53.37,5.337,48.033,26.369999999999997,21.663000000000004
O00113,2026-01-09 15:28:00,2026-01,C0015,Laila Farouk,Dammam,Returning,web,completed,P012,Fitness Item 12,Fitness,5,145.22,104.86,726.1,36.305,689.7950000000001,524.3,165.49500000000012
